Id,SalePrice
1461,142726.82
1462,148447.309333333
1463,181915.189566667
1464,190999.690252381
1465,210502.468904762
1466,185371.177061905
1467,180315.694298701
1468,188976.115695238
1469,192626.94337619
1470,128591.817133333
1471,182388.885542424
1472,97411.8177428571
1473,104297.131142857
1474,148097.046780952
1475,157851.505385714
1476,469081.296542857
1477,360773.290333333
1478,348421.938633333
1479,341921.668966667
1480,386794.8768
1481,309694.563038095
1482,213985.334183333
1483,188713.207538095
1484,192544.251030087
1485,189959.474157143
1486,197955.625641414
1487,389302.637066667
1488,245458.2472
1489,239472.61
1490,192697.476066667
1491,210580.635566667
1492,121079.3921
1493,173396.355166667
1494,342236.256133333
1495,322646.245966667
1496,195530.595371429
1497,179386.263539394
1498,158232.652039682
1499,154527.392439682
1500,175384.8217
1501,175353.631052381
1502,171985.195761905
1503,311934.448033333
1504,239624.393466667
1505,210821.260250318
1506,168051.3769
1507,204617.1126
1508,191257.817323809
1509,168273.239666667
1510,146336.238866667
1511,146740.015166667
1512,149644.849090476
1513,161049.776266667
1514,135160.0243
1515,143177.1119
1516,162047.105766667
1517,150247.754233333
1518,136647.441166667
1519,197416.165040093
1520,125325.089533333
1521,138158.7958
1522,156478.504166667
1523,123105.690666667
1524,136768.4995
1525,137873.343
1526,133250.8931
1527,125519.555233333
1528,139693.830466667
1529,148599.214866667
1530,162751.587433333
1531,98152.1180333333
1532,90691.8723333333
1533,123666.9352
1534,125948.188666667
1535,126629.913
1536,119025.778433333
1537,109690.162433333
1538,162514.973533333
1539,202876.480166667
1540,97835.0636666667
1541,157428.463033333
1542,123824.242866667
1543,162184.0734
1544,92082.8866666666
1545,120846.943933333
1546,133220.135666667
1547,121597.7342
1548,122904.459166667
1549,138081.3466
1550,122069.0742
1551,104770.4375
1552,111440.275533333
1553,132406.785266667
1554,118349.932
1555,161465.3418
1556,145734.040766667
1557,119971.301933333
1558,132384.333166667
1559,96669.3372333333
1560,137649.106166667
1561,121344.0135
1562,132640.024166667
1563,126897.023657576
1564,141037.5377
1565,157246.9664
1566,270631.461133333
1567,117218.3248
1568,208029.677066667
1569,122749.621966667
1570,151376.155466667
1571,116237.184233333
1572,133445.8842
1573,212386.480287879
1574,138243.957180952
1575,244221.855760606
1576,225204.907566667
1577,210958.957324777
1578,187207.123733333
1579,158415.150161905
1580,204046.850886869
1581,166707.098166667
1582,133334.248347619
1583,291585.532420202
1584,221582.163111765
1585,139207.084655277
1586,104011.061066667
1587,115318.257166667
1588,131503.557185714
1589,114876.137733333
1590,136495.208566667
1591,102046.211333333
1592,131253.052233333
1593,140466.986933333
1594,135962.462966667
1595,113111.050533333
1596,202016.5177
1597,180735.881533333
1598,227208.6522
1599,206945.180333333
1600,196359.4727
1601,79757.2190666666
1602,133221.820766667
1603,89259.64
1604,274209.640538095
1605,253824.386190909
1606,163966.355933333
1607,163120.8093
1608,243188.801966667
1609,216531.854820202
1610,178149.93717619
1611,156829.386047619
1612,164046.234533333
1613,168614.6126
1614,112767.803542857
1615,86776.6396666667
1616,84200.0366666667
1617,89074.1178
1618,130845.711533333
1619,156147.867233333
1620,148964.544014286
1621,166570.539933333
1622,139280.645924242
1623,214090.787219048
1624,191449.162066667
1625,152588.849266667
1626,157341.0699
1627,188219.927753968
1628,252179.235666667
1629,172472.19622381
1630,256190.112757143
1631,254002.183719048
1632,257897.110751082
1633,181348.433476191
1634,186092.462714286
1635,178977.211361905
1636,177415.767709524
1637,169257.964333333
1638,195571.309666667
1639,175380.698533333
1640,207934.781766667
1641,179984.9482
1642,226152.706533333
1643,237684.176933333
1644,237931.192458177
1645,169097.195633333
1646,174623.628666667
1647,182877.286633333
1648,133639.511333333
1649,137220.383666667
1650,124205.882233333
1651,133031.8936
1652,100668.790885714
1653,107270.340457143
1654,147457.509452381
1655,164581.179352381
1656,147526.811647619
1657,146120.398119048
1658,146120.398119048
1659,156017.605052381
1660,150709.675633333
1661,362923.949833333
1662,430412.0756
1663,379086.5412
1664,379546.533766667
1665,357188.555023809
1666,338934.7715
1667,332710.068077778
1668,365670.575766667
1669,334555.845833333
1670,403741.100166667
1671,239250.033868254
1672,362092.034652381
1673,319341.7052
1674,274822.326566667
1675,189030.758580952
1676,197596.612014286
1677,208003.889466667
1678,412000.9765
1679,340243.207633333
1680,328426.257433333
1681,276038.866266667
1682,340920.492066667
1683,192494.886226191
1684,186962.682833333
1685,180712.079084416
1686,173395.32535469
1687,178397.580704762
1688,192004.356069986
1689,201681.772282684
1690,188136.561756133
1691,187198.355756133
1692,257819.7719
1693,182325.609957143
1694,186052.879247619
1695,180561.607257143
1696,244248.246633333
1697,185362.366009524
1698,313839.977866667
1699,337746.7716
1700,240644.072942424
1701,279974.429261905
1702,257481.2225
1703,257831.880933333
1704,252954.8849
1705,235916.814433333
1706,297019.3289
1707,221096.661133333
1708,228371.640866667
1709,312702.771457143
1710,238817.923166667
1711,273600.838855555
1712,254879.939766667
1713,245286.3916
1714,209606.518833333
1715,220040.400377591
1716,213534.644306061
1717,190724.940895238
1718,140690.406166667
1719,208001.772480952
1720,254521.876766667
1721,213797.535595238
1722,138140.8614
1723,159089.0473
1724,238317.489333333
1725,222790.720461905
1726,178267.846647619
1727,174219.826422222
1728,202994.774909091
1729,184545.541433333
1730,166542.398366667
1731,137895.134733333
1732,137938.029033333
1733,127582.412833333
1734,122500.203733333
1735,142585.525366667
1736,126227.712666667
1737,288117.376466667
1738,250702.481586869
1739,204011.516266667
1740,185857.995439827
1741,194471.41559697
1742,173030.886652381
1743,173021.671757143
1744,268791.900595238
1745,253209.976233333
1746,223848.364633333
1747,216885.549233333
1748,187960.797933333
1749,150944.0545
1750,151809.804866667
1751,214202.5245
1752,121842.711595238
1753,140529.755833333
1754,174349.879766667
1755,180608.596333333
1756,126057.519166667
1757,128513.530866667
1758,128811.1458
1759,148029.603133333
1760,149688.730433333
1761,142040.836466667
1762,150386.405766667
1763,157860.216166667
1764,130005.989033333
1765,168536.374333333
1766,155680.158333333
1767,175305.797766667
1768,132456.030866667
1769,196930.597066667
1770,144509.155
1771,130295.280266667
1772,132387.489866667
1773,124830.952266667
1774,136476.852
1775,135940.4574
1776,140862.14
1777,125357.634433333
1778,135943.842766667
1779,132355.1865
1780,186220.106166667
1781,127885.694266667
1782,103311.9397
1783,153409.4233
1784,115866.909966667
1785,117935.257933333
1786,110797.692833333
1787,170013.443133333
1788,77544.8925999999
1789,130473.479433333
1790,103148.194533333
1791,164607.91282381
1792,143863.287033333
1793,157168.325
1794,158098.5232
1795,147564.769633333
1796,147008.112466667
1797,143863.179552381
1798,137723.989333333
1799,123289.019166667
1800,141011.226233333
1801,127500.464266667
1802,146217.2165
1803,153620.554466667
1804,147492.9672
1805,135810.0337
1806,112481.068233333
1807,129295.8822
1808,150044.8243
1809,123452.744033333
1810,116793.311266667
1811,91576.1074333333
1812,110212.903266667
1813,113285.963933333
1814,105637.506933333
1815,92667.0328666667
1816,117186.979033333
1817,116886.062633333
1818,125105.708233333
1819,130563.4775
1820,70583.17585
1821,118260.077466667
1822,162423.812133333
1823,66827.7491833333
1824,117434.414266667
1825,128834.062433333
1826,124083.559766667
1827,112099.365633333
1828,118655.8222
1829,133575.909533333
1830,134145.123030303
1831,147053.2402
1832,100524.349666667
1833,126128.1599
1834,132078.076433333
1835,129841.376
1836,118427.129866667
1837,93020.6094666666
1838,130830.551433333
1839,115810.541433333
1840,160044.46
1841,140733.719466667
1842,102701.523266667
1843,136030.528866667
1844,148362.555866667
1845,145040.476933333
1846,163637.652733333
1847,160254.296566667
1848,87636.8684666666
1849,130069.282933333
1850,120119.1966
1851,132873.043866667
1852,118620.358933333
1853,123781.515066667
1854,197636.006628571
1855,183166.0528
1856,209982.606933333
1857,175409.136866667
1858,148829.677347619
1859,123832.84957619
1860,146345.043347619
1861,123868.13357619
1862,243320.881311111
1863,223194.687833333
1864,223283.227833333
1865,361985.100666667
1866,308038.809390476
1867,268611.438066667
1868,234060.189228571
1869,201662.332098701
1870,267526.463419047
1871,265533.0614
1872,187150.011847619
1873,247651.733995238
1874,150287.2231
1875,217349.407853968
1876,191709.560476191
1877,212702.616205051
1878,210286.101314574
1879,154668.466
1880,135884.786742857
1881,266987.6112
1882,244004.863161538
1883,207145.658568288
1884,223006.799928572
1885,235205.365647253
1886,235056.168528205
1887,197291.013132883
1888,266062.940366667
1889,183747.784771429
1890,119926.410666667
1891,145046.233307326
1892,110090.533066667
1893,117438.407033333
1894,120317.259966667
1895,130021.028433333
1896,118319.284666667
1897,124130.1793
1898,129406.396
1899,179508.587933333
1900,201943.1561
1901,172803.712233333
1902,157747.2356
1903,185496.9051
1904,159793.494477778
1905,186632.4802
1906,172972.8211
1907,198750.1764
1908,142168.916453247
1909,141322.400992929
1910,139477.554253247
1911,191968.151933333
1912,287267.469433333
1913,134875.732666667
1914,93612.2355666666
1915,315379.917428572
1916,96792.6851666667
1917,252015.980866667
1918,152963.9386
1919,160192.069433333
1920,154752.332033333
1921,341957.553690476
1922,344012.77052381
1923,191043.932185714
1924,235407.316733333
1925,201580.561
1926,328545.374433333
1927,141865.201733333
1928,154645.791
1929,132502.3159
1930,154194.778333333
1931,158994.186380952
1932,163322.9212
1933,162709.007457143
1934,184279.278209524
1935,181363.0556
1936,187585.185519048
1937,188142.753077778
1938,170235.702566667
1939,259693.543512987
1940,211426.878238095
1941,188039.7533
1942,185095.603511111
1943,200233.66
1944,308894.082066667
1945,394376.770633333
1946,189914.098733333
1947,289166.990866667
1948,182241.946457143
1949,222761.405742857
1950,203110.267747619
1951,214130.6233
1952,205102.450966667
1953,180742.2337
1954,193495.605585714
1955,161754.430433333
1956,231722.675666667
1957,168217.603066667
1958,260644.766424242
1959,143042.398666667
1960,121010.972433333
1961,135679.130933333
1962,99732.3388857143
1963,110872.726919048
1964,102753.68992381
1965,149199.432619048
1966,165482.672619048
1967,345129.923878138
1968,314483.228416667
1969,371591.762666667
1970,381061.9689
1971,380605.391133333
1972,362766.249990476
1973,288261.0965
1974,298692.536033333
1975,376420.462661905
1976,284048.370266667
1977,343088.835733333
1978,334441.2601
1979,366122.778680952
1980,211831.421194444
1981,356355.174614285
1982,258086.2454
1983,258086.2454
1984,166051.861014286
1985,196162.2106
1986,198579.819050505
1987,185017.232095238
1988,184573.663
1989,183851.978006349
1990,199331.015281674
1991,209756.203819048
1992,202008.773348341
1993,176353.866434921
1994,195408.695278355
1995,199443.930618182
1996,253038.343533333
1997,352458.5432
1998,304821.951390909
1999,255718.920970996
2000,308980.586771429
2001,297671.4887
2002,238542.706037729
2003,269316.547161538
2004,303799.153666667
2005,232771.645833333
2006,248336.9647
2007,253741.342242857
2008,216278.1549
2009,187600.791909524
2010,210105.398261905
2011,140278.6216
2012,197607.582090476
2013,186331.6338
2014,188401.017766667
2015,219751.678933333
2016,191972.927661905
2017,197872.954571429
2018,128426.888624242
2019,134670.068433333
2020,131235.931957576
2021,119236.506433333
2022,187010.5624
2023,148500.714066667
2024,200705.672028571
2025,334836.6738
2026,182481.582522944
2027,165689.43725873
2028,165922.986410823
2029,175241.009866667
2030,244752.218233333
2031,249217.713328205
2032,251290.898266667
2033,237445.554333333
2034,176419.020828571
2035,224711.722047186
2036,178863.213277778
2037,178506.503144444
2038,271272.131385714
2039,274737.202133333
2040,350179.066633333
2041,260381.973961905
2042,199633.300319048
2043,166549.543833333
2044,159017.7888
2045,205837.8936
2046,151046.606533333
2047,148459.095666667
2048,141690.3641
2049,143426.492066667
2050,194002.009433333
2051,123568.636133333
2052,144408.2212
2053,140877.702038095
2054,113562.009
2055,148653.361733333
2056,138626.039166667
2057,127975.0994
2058,184724.714066667
2059,126185.432966667
2060,144313.717023809
2061,162022.8816
2062,129757.0413
2063,130621.257566667
2064,138126.809866667
2065,142644.261866667
2066,168659.3026
2067,120090.532866667
2068,143335.637133333
2069,107635.684366667
2070,117355.917666667
2071,109346.2181
2072,137485.5368
2073,143318.721933333
2074,193751.823133333
2075,155661.387433333
2076,124574.095733333
2077,143040.628666667
2078,132986.362766667
2079,142726.878819048
2080,133349.504633333
2081,127017.789333333
2082,131402.930233333
2083,135082.5528
2084,123701.1939
2085,129813.824833333
2086,130697.559609524
2087,136139.610266667
2088,120244.388366667
2089,102949.830133333
2090,121798.1051
2091,105213.661133333
2092,120296.825033333
2093,108618.1211
2094,136233.482866667
2095,150186.938933333
2096,106967.9489
2097,112158.641666667
2098,131752.147833333
2099,92437.6069333333
2100,101150.446666667
2101,130493.453233333
2102,132245.106033333
2103,124156.0339
2104,121971.839666667
2105,122290.873833333
2106,106269.9919
2107,159797.791533333
2108,120877.859833333
2109,113238.402466667
2110,123471.506833333
2111,143196.639633333
2112,122858.0498
